record_number,federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,reported_physical_therapist_staffing_hours_per_resident_per_day,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date,County,County_Code,FIPS,nurse_aide_hours_per_week,lpn_hours_per_week,rn_hours_per_week,physical_therapist_hours_per_week,total_staff_hours_per_week
46816,345319,ELDERBERRY HEALTH CARE,415 ELDERBERRY LANE,MARSHALL,NC,28753,8282521790,570,Madison,For profit - Corporation,80,73.8,,Medicare and Medicaid,N,"WILKINSON CARE CENTER, INC.",1990-05-14,N,,N,Y,N,Resident,Yes,4,,4,,4,,3,,5,,2,,2,,,,1.86986,0.66721,0.57393,1.24114,3.11100,0.0673,2.43448,0.81482,0.44391,3.69320,1.57951,0.60700,0.49335,2.67814,2019-06-27,2,2,0,16,1,0,16,2018-06-21,5,5,0,20,1,0,20,2017-08-04,2,2,0,8,1,0,8,16.000,0,0,0,0,0,0,0,"415 ELDERBERRY LANE,MARSHALL,NC,28753",2021-10-01,Madison,115,37115,966,345,296,35,1642
46821,345321,KERR LAKE NURSING AND REHABILITATION CENTER,1245 PARK AVENUE,HENDERSON,NC,27536,2524927021,900,Vance,For profit - Corporation,92,70.4,,Medicare and Medicaid,N,"EAGLE PEAK LTC GROUP, LLC",1990-07-13,N,,N,N,N,Resident,Yes,4,,4,,3,,3,,3,,2,,2,,,,2.16338,0.91864,0.68907,1.60770,3.77108,0.15243,2.18580,0.89624,0.51856,3.60060,2.03536,0.75981,0.50705,3.32986,2020-01-16,2,2,0,8,1,0,8,2019-03-28,3,3,0,20,1,0,20,2018-03-15,2,2,0,12,1,0,12,12.667,0,0,0,0,0,0,0,"1245 PARK AVENUE,HENDERSON,NC,27536",2021-10-01,Vance,181,37181,1066,453,340,75,1934
46826,345322,THE LAURELS OF HENDERSONVILLE,290 CLEAR CREEK ROAD,HENDERSONVILLE,NC,28792,8286926000,440,Henderson,For profit - Corporation,100,83.4,,Medicare and Medicaid,N,"LAUREL HEALTH CARE COMPANY OF NORTH CAROLINA, INC.",1990-06-27,N,,N,N,N,Resident,Yes,5,,3,,5,,5,,5,,4,,4,,,,2.29989,0.73285,0.79544,1.52830,3.82819,0.1176,2.15410,0.79395,0.39162,3.33967,2.19565,0.68424,0.77507,3.64440,2020-03-05,6,6,2,32,1,0,32,2019-04-18,2,2,0,12,1,0,12,2018-05-24,2,2,0,8,1,0,8,21.333,0,1,0,0,0,0,0,"290 CLEAR CREEK ROAD,HENDERSONVILLE,NC,28792",2021-10-01,Henderson,89,37089,1343,428,464,69,2304
46831,345323,BRIAN CENTER HEALTH & REHABILITATION WALLACE,647 S RAILROAD STREET BOX 966,WALLACE,NC,28466,9102859700,300,Duplin,Non profit - Corporation,80,59.2,,Medicare and Medicaid,N,SSC WALLACE OPERATING COMPANY LLC,1990-08-16,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,5,,3,,3,,,,2.08353,0.84983,0.62048,1.47031,3.55384,0.0784,2.18332,0.86458,0.44861,3.49650,1.96247,0.72864,0.52778,3.23147,2021-04-14,5,5,3,24,1,0,24,2019-07-10,2,0,2,24,0,0,24,2017-12-08,0,0,0,0,0,0,0,20.000,0,21,0,1,13905,0,1,"647 S RAILROAD STREET BOX 966,WALLACE,NC,28466",2021-10-01,Duplin,61,37061,863,352,257,32,1504
46836,345325,THE CARROLTON OF DUNN,711 SUSAN TART ROAD,DUNN,NC,28335,9108928843,420,Harnett,For profit - Limited Liability company,100,63.5,,Medicare and Medicaid,N,"THE CARROLTON OF DUNN, LLC",1990-09-05,N,,N,Y,N,Resident,Yes,4,,4,,3,,4,,2,,2,,2,,,,2.44021,1.43106,0.52924,1.96030,4.40051,0.0,2.16658,0.87294,0.47492,3.51444,2.31618,1.21524,0.42523,3.98091,2019-09-19,5,3,1,16,1,0,16,2018-10-10,0,0,0,0,0,0,0,2017-09-28,3,1,2,12,1,0,12,10.000,0,2,2,1,3250,0,1,"711 SUSAN TART ROAD,DUNN,NC,28335",2021-10-01,Harnett,85,37085,1085,636,235,0,1956
46841,345326,WILLOWBROOKE COURT SC CTR AT MATTHEWS GLEN,740 PAVILION VIEW DRIVE,MATTHEWS,NC,28105,7048456220,590,Mecklenburg,Non profit - Corporation,16,9.6,,Medicare,N,ACTS RETIREMENT-LIFE COMMUNITIES INC,1990-09-06,Y,,N,N,N,Resident,Yes,5,,5,,5,,,2,5,,4,,4,,,,2.48884,1.75166,0.95707,2.70873,5.19757,0.92937,1.67606,0.77062,0.42552,2.87219,3.05372,1.68498,0.85826,5.75338,2020-01-08,1,1,0,4,1,0,4,2019-01-17,0,0,0,0,0,0,0,2018-03-08,0,0,0,0,0,0,0,2.000,0,0,0,0,0,0,0,"740 PAVILION VIEW DRIVE,MATTHEWS,NC,28105",2021-10-01,Mecklenburg,119,37119,167,118,64,62,411
46846,345328,GIVENS HEALTH CENTER,600 BARRETT LANE,ASHEVILLE,NC,28803,8287712900,100,Buncombe,Non profit - Church related,70,48.9,,Medicare and Medicaid,N,"GIVENS ESTATES, INC.",1990-12-01,Y,,N,N,N,Resident,Yes,4,,3,,4,,3,,5,,5,,5,,,,2.85422,0.86636,1.18372,2.05008,4.90430,0.124,2.27053,0.73721,0.35129,3.35902,2.58512,0.87115,1.28582,4.64193,2021-04-09,6,5,3,40,1,0,40,2019-12-19,3,3,0,20,1,0,20,2018-11-08,0,0,0,0,0,0,0,26.667,0,1,1,2,11037,0,2,"600 BARRETT LANE,ASHEVILLE,NC,28803",2021-10-01,Buncombe,21,37021,977,297,405,42,1721
46851,345329,GATEWAY REHABILITATION AND HEALTHCARE,2030 HARPER AVENUE NW,LENOIR,NC,28645,8287543888,130,Caldwell,For profit - Corporation,100,78.4,,Medicare and Medicaid,N,"GATEWAY HEALTHCARE, LLC",1990-10-03,N,,N,N,N,Resident,Yes,2,,2,,3,,2,,3,,2,,2,,,,2.1936,0.65599,0.51389,1.16989,3.36349,0.06416,2.10623,0.80743,0.41894,3.33259,2.14177,0.60226,0.46807,3.20880,2020-02-28,11,8,1,64,1,0,64,2019-04-11,8,8,0,44,1,0,44,2018-03-16,5,5,0,20,1,0,20,50.000,0,0,3,2,6500,0,2,"2030 HARPER AVENUE NW,LENOIR,NC,28645",2021-10-01,Caldwell,27,37027,1204,360,282,35,1881
46856,345330,THE GRAYBRIER NURS & RETIREMENT CT,116 LANE DRIVE,TRINITY,NC,27370,3364318888,750,Randolph,For profit - Corporation,128,77.6,,Medicare and Medicaid,N,ARCHDALE NURSING CENTER INC,1990-11-08,N,,N,Y,N,Resident,Yes,1,,1,,1,,1,,1,,1,12,1,12,6,6,,,,,,,,,,,,,,,2019-09-05,5,4,0,166,1,0,166,2018-07-12,17,15,2,92,1,0,92,2017-08-03,7,6,1,32,1,0,32,119.000,0,2,1,2,81951,1,3,"116 LANE DRIVE,TRINITY,NC,27370",2021-10-01,Randolph,151,37151,1065,456,270,36,1827
46861,345331,SARDIS OAKS,5151 SARDIS ROAD,CHARLOTTE,NC,28270,7043654202,590,Mecklenburg,Non profit - Other,124,63.6,,Medicare and Medicaid,N,"AHSNF, INC.",1990-11-16,N,,N,N,N,Resident,Yes,5,,4,,5,,4,,5,,4,,5,,,,1.81856,0.85542,1.17962,2.03504,3.85360,0.08625,2.09795,0.72407,0.35222,3.17423,1.78260,0.87576,1.27798,3.85979,2021-07-09,1,1,0,8,1,0,8,2019-05-31,2,2,0,8,1,0,8,2018-06-21,5,4,1,24,1,0,24,10.667,0,0,0,0,0,0,0,"5151 SARDIS ROAD,CHARLOTTE,NC,28270",2021-10-01,Mecklenburg,119,37119,810,381,525,38,1754
46866,345332,BRIAN CENTER HEALTH AND REHABILITATION/WILSON,2501 DOWNING STREET SW,WILSON,NC,27895,2522376300,970,Wilson,For profit - Limited Liability company,81,79.7,,Medicare and Medicaid,N,SSC WILSON OPERATING COMPANY LLC,1990-11-09,N,,N,N,N,Resident,Yes,5,,4,,5,,4,,5,,3,,3,,,,2.30107,1.00876,0.48338,1.49213,3.79320,0.12937,1.99021,0.73579,0.34966,3.07566,2.37766,1.01629,0.52751,3.92106,2019-10-25,1,0,0,4,0,0,4,2018-10-25,3,2,1,20,1,0,20,2017-11-16,0,0,0,0,0,0,0,8.667,0,1,2,1,3250,0,1,"2501 DOWNING STREET SW,WILSON,NC,27895",2021-10-01,Wilson,195,37195,1284,563,270,72,2189
46871,345333,ABBOTTS CREEK CENTER,877 HILL EVERHART ROAD,LEXINGTON,NC,27295,3362486644,280,Davidson,For profit - Corporation,64,61.6,,Medicare and Medicaid,N,"SUNBRIDGE REGENCY - NORTH CAROLINA, LLC",1990-11-15,N,,Y,N,N,Resident,Yes,3,,2,,5,,4,,5,,3,,3,,,,1.86373,0.96026,0.54162,1.50188,3.36561,0.09157,1.92541,0.78075,0.40695,3.11310,1.99059,0.91172,0.50787,3.43721,2021-02-05,12,5,7,100,1,0,100,2019-04-11,5,5,0,40,1,0,40,2018-03-01,4,4,0,36,1,0,36,69.333,0,3,0,4,82548,0,4,"877 HILL EVERHART ROAD,LEXINGTON,NC,27295",2021-10-01,Davidson,57,37057,804,414,234,39,1491
46876,345335,FRANKLIN OAKS NURSING AND REHABILITATION CENTER,1704 NC HIGHWAY 39 N,LOUISBURG,NC,27549,9194967222,340,Franklin,For profit - Limited Liability company,166,123.0,,Medicare and Medicaid,N,"EAGLE PEAK LTC GROUP, LLC",1990-11-02,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,3,,3,,3,,,,1.99944,0.84048,0.53698,1.37745,3.37689,0.07737,2.04539,0.76819,0.39859,3.21216,2.01026,0.81105,0.51407,3.34237,2019-11-21,6,5,1,28,1,0,28,2018-11-08,4,4,0,16,1,0,16,2017-12-21,0,0,0,0,0,0,0,19.333,0,1,0,0,0,0,0,"1704 NC HIGHWAY 39 N,LOUISBURG,NC,27549",2021-10-01,Franklin,69,37069,1722,724,462,67,2975
46881,345336,SIGNATURE HEALTHCARE OF ROANOKE RAPIDS,305 FOURTEENTH STREET,ROANOKE RAPIDS,NC,27870,2525376181,410,Halifax,For profit - Corporation,108,76.2,,Medicare and Medicaid,N,LP ROANOKE RAPIDS LLC,1990-12-05,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,4,,2,,3,,,,1.78999,0.55653,0.54339,1.09992,2.88991,0.13947,2.02658,0.80826,0.39781,3.23265,1.81638,0.51042,0.52123,2.84225,2021-06-18,22,9,16,276,1,0,276,2019-10-02,10,7,3,48,1,0,48,2018-09-27,6,6,0,16,1,0,16,156.667,0,20,3,4,184514,1,5,"305 FOURTEENTH STREET,ROANOKE RAPIDS,NC,27870",2021-10-01,Halifax,83,37083,955,297,290,74,1616
46886,345337,"PEAK RESOURCES - ALAMANCE, INC",215 COLLEGE STREET,GRAHAM,NC,27253,3362288394,000,Alamance,For profit - Individual,142,107.2,,Medicare and Medicaid,N,"PEAK RESOURCES-ALAMANCE, INC.",1990-11-08,N,,N,N,N,Resident,Yes,4,,4,,4,,2,,5,,3,,3,,,,2.08974,1.01316,0.57586,1.58901,3.67876,0.10866,2.01065,0.75965,0.38591,3.15621,2.13736,0.98866,0.56940,3.70570,2021-05-13,0,0,0,0,0,0,0,2019-02-07,3,3,0,20,1,0,20,2018-01-09,3,3,0,20,1,0,20,10.000,1,4,0,0,0,0,0,"215 COLLEGE STREET,GRAHAM,NC,27253",2021-10-01,Alamance,1,37001,1568,760,432,82,2842
46891,345339,BRIAN CENTER HEALTH & REHABILITATION/WINDSOR,1306 SOUTH KING STREET,WINDSOR,NC,27983,2527945146,070,Bertie,For profit - Limited Liability company,72,44.1,,Medicare and Medicaid,N,SSC WINDSOR BRIAN OPERATING COMPANY LLC,1990-12-18,N,,N,N,N,Resident,Yes,4,,3,,4,,3,,4,,4,,4,,,,2.1171,0.74533,0.96857,1.71389,3.83100,0.05226,2.11299,0.79250,0.40928,3.31477,2.06046,0.69716,0.90303,3.67447,2019-10-11,9,7,4,40,1,0,40,2018-09-27,5,3,2,24,1,0,24,2017-08-17,1,1,0,4,1,0,4,28.667,0,3,3,1,5000,0,1,"1306 SOUTH KING STREET,WINDSOR,NC,27983",2021-10-01,Bertie,15,37015,654,230,299,16,1199
46896,345340,MAPLE LEAF HEALTH CARE,1101 MAPLE CARE LANE,STATESVILLE,NC,28625,7048710705,480,Iredell,For profit - Corporation,94,83.0,,Medicare and Medicaid,N,SSC STATESVILLE MAPLE LEAF OPERATING COMPANY LLC,1990-11-13,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,5,,2,,2,,,,2.38463,0.82076,0.41299,1.23375,3.61838,0.05521,2.11606,0.76060,0.36495,3.24162,2.31746,0.79991,0.43181,3.54885,2019-12-12,0,0,0,0,0,0,0,2019-01-10,6,5,1,36,1,0,36,2018-03-16,3,3,0,20,1,0,20,15.333,0,1,1,0,0,0,0,"1101 MAPLE CARE LANE,STATESVILLE,NC,28625",2021-10-01,Iredell,97,37097,1385,477,240,32,2134
46901,345341,SILVER BLUFF INC,100 SILVER BLUFF DRIVE,CANTON,NC,28716,8286482044,430,Haywood,For profit - Corporation,131,105.6,,Medicare and Medicaid,N,SILVER BLUFF LLC,1990-09-24,N,,N,Y,N,Resident,Yes,5,,5,,5,,5,,5,,3,,3,,,,2.55031,0.30174,0.70518,1.00691,3.55723,0.02378,2.34722,0.76188,0.37994,3.48904,2.23439,0.29358,0.70824,3.24146,2019-06-13,0,0,0,0,0,0,0,2018-06-14,3,3,0,12,1,0,12,2017-04-27,0,0,0,0,0,0,0,4.000,0,0,0,0,0,0,0,"100 SILVER BLUFF DRIVE,CANTON,NC,28716",2021-10-01,Haywood,87,37087,1885,223,521,18,2647
46906,345342,BIG ELM RETIREMENT AND NURSING CENTERS,1285 WEST A STREET,KANNAPOLIS,NC,28081,7049320000,790,Rowan,Non profit - Church related,50,38.4,,Medicare and Medicaid,N,SENIOR VENTURES & MANAGEMENT INC,1991-01-01,N,,N,N,N,Resident,Yes,4,,4,,4,,3,,5,,3,,1,,,,3.59572,1.07879,0.34152,1.42032,5.01603,0.12671,2.11438,0.77019,0.42180,3.30637,3.49722,1.03831,0.30896,4.82330,2020-01-09,5,5,0,8,1,0,8,2019-03-13,7,5,3,24,1,0,24,2018-03-15,4,4,0,24,1,0,24,16.000,0,1,2,0,0,0,0,"1285 WEST A STREET,KANNAPOLIS,NC,28081",2021-10-01,Rowan,159,37159,967,290,92,34,1383
46911,345343,BRIAN CENTER HEALTH AND REHABILITATION/GOLDSBORO,1700 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27534,9197312805,950,Wayne,For profit - Corporation,130,88.1,,Medicare and Medicaid,N,SSC GOLDSBORO OPERATING COMPANY LLC,1991-01-03,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,3,,,,2.2618,0.93266,0.58962,1.52228,3.78408,0.1206,2.03551,0.85345,0.43439,3.32335,2.28507,0.81009,0.51795,3.62010,2019-12-19,2,0,2,12,0,0,12,2018-12-14,4,4,0,16,1,0,16,2018-01-12,3,3,0,12,1,0,12,13.333,1,0,2,1,46176,0,1,"1700 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27534",2021-10-01,Wayne,191,37191,1395,575,364,74,2408
46916,345344,PELICAN HEALTH HENDERSON LLC,280 SOUTH  BECKFORD DRIVE,HENDERSON,NC,27536,2524386141,900,Vance,For profit - Corporation,78,53.1,,Medicare and Medicaid,N,PELICAN HEALTH HENDERSON LLC,1991-01-08,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,3,,2,,2,,,,1.67528,1.20792,0.41319,1.62111,3.29639,0.08465,1.98641,0.77354,0.39090,3.15084,1.73436,1.15756,0.40335,3.32619,2020-02-13,6,4,4,24,1,0,24,2019-05-16,5,4,1,20,1,0,20,2018-06-14,6,5,1,24,1,0,24,22.667,0,5,0,0,0,0,0,"280 SOUTH  BECKFORD DRIVE,HENDERSON,NC,27536",2021-10-01,Vance,181,37181,623,449,154,31,1257
46921,345345,ACCORDIUS HEALTH AT MONROE,204 OLD HIGHWAY 74 EAST,MONROE,NC,28112,7048000601,890,Union,For profit - Corporation,60,39.8,,Medicare and Medicaid,N,ACCORDIUS HEALTH AT MONROE LLC,1991-01-30,N,,N,N,N,Resident,Yes,2,,2,,3,,5,,1,,3,,3,,,,1.91698,0.69423,0.70056,1.39479,3.31178,0.02935,1.90944,0.82450,0.45681,3.19075,2.06458,0.62416,0.58520,3.29992,2020-02-13,13,13,7,127,1,0,127,2019-01-10,4,4,0,12,1,0,12,2017-12-14,3,2,1,12,1,0,12,69.500,0,16,0,1,13276,0,1,"204 OLD HIGHWAY 74 EAST,MONROE,NC,28112",2021-10-01,Union,179,37179,534,193,195,8,930
46926,345348,WHISPERING PINES NURSING & REHAB CENTER,523 COUNTRY CLUB DRIVE,FAYETTEVILLE,NC,28301,9104880711,250,Cumberland,For profit - Corporation,86,64.2,,Medicare and Medicaid,N,"CUMBERLAND CARE, INC.",1991-01-22,N,,N,Y,N,Resident,Yes,4,,4,,4,,3,,5,,2,,2,,,,3.10134,0.77907,0.3842,1.16328,4.26461,0.06712,2.32387,0.88392,0.44317,3.65096,2.74446,0.65336,0.33081,3.71371,2019-06-21,4,4,0,16,1,0,16,2018-07-12,1,1,0,4,1,0,4,2017-08-24,0,0,0,0,0,0,0,9.333,0,0,0,0,0,0,0,"523 COUNTRY CLUB DRIVE,FAYETTEVILLE,NC,28301",2021-10-01,Cumberland,51,37051,1394,350,173,30,1947
46931,345349,WOODBURY WELLNESS CENTER INC,2778 COUNTRY CLUB DRIVE,HAMPSTEAD,NC,28443,9102701443,700,Pender,For profit - Corporation,112,103.5,,Medicare and Medicaid,N,"WOODBURY WELLNESS CENTER, INC.",1990-11-07,N,,N,N,N,Resident,Yes,4,,4,,2,,1,,2,,2,,2,,,,1.85381,1.43722,0.50774,1.94497,3.79878,0.07985,2.00857,0.77033,0.41571,3.19461,1.89801,1.38304,0.46606,3.78061,2019-11-01,3,1,3,12,1,0,12,2018-12-07,2,2,2,8,1,0,8,2017-11-16,1,0,1,4,0,0,4,9.333,0,6,0,0,0,0,0,"2778 COUNTRY CLUB DRIVE,HAMPSTEAD,NC,28443",2021-10-01,Pender,141,37141,1343,1041,368,58,2810
46936,345350,COURTLAND TERRACE,2300 ABERDEEN BOULEVARD,GASTONIA,NC,28054,7048344800,350,Gaston,Non profit - Corporation,77,67.6,,Medicare and Medicaid,Y,"CAROMONT HEALTH SERVICES, INC.",1991-01-31,N,,N,N,N,None,Yes,4,,4,,3,,3,,4,,3,,2,,,,2.47005,1.34094,0.45204,1.79298,4.26303,0.18522,2.21039,0.75899,0.36054,3.32992,2.29803,1.30966,0.47843,4.07024,2021-07-09,5,5,0,20,1,0,20,2019-06-06,1,1,0,4,1,0,4,2018-05-03,4,4,0,24,1,0,24,15.333,0,0,0,0,0,0,0,"2300 ABERDEEN BOULEVARD,GASTONIA,NC,28054",2021-10-01,Gaston,71,37071,1169,635,214,88,2106
46941,345351,AUTUMN CARE OF SALUDA,501 ESSEOLA CIRCLE,SALUDA,NC,28773,8287492261,740,Polk,For profit - Corporation,99,67.8,,Medicare and Medicaid,N,AUTUMN CORPORATION,1991-03-01,N,,N,Y,N,Resident,Yes,2,,2,,4,,5,,3,,2,,3,,,,1.91782,0.77923,0.69299,1.47222,3.39004,0.09856,2.25945,0.86330,0.50871,3.63146,1.74551,0.66910,0.51982,2.96796,2019-09-19,4,1,2,20,1,0,20,2018-08-10,9,9,0,44,2,22,66,2017-06-23,8,8,0,28,1,0,28,36.667,1,2,1,1,11465,0,1,"501 ESSEOLA CIRCLE,SALUDA,NC,28773",2021-10-01,Polk,149,37149,910,370,329,47,1656
46946,345353,HIGHLAND HOUSE REHABILITATION AND HEALTHCARE,1700 PAMALEE DRIVE,FAYETTEVILLE,NC,28301,9104882295,250,Cumberland,For profit - Corporation,106,82.5,,Medicare and Medicaid,N,"HIGHLAND HOUSE OF FAYETTEVILLE, INC",1991-03-05,N,,N,N,N,Resident,Yes,2,,3,,2,,1,,2,,1,,1,,,,1.94554,1.48294,0.23581,1.71875,3.66429,0.06249,2.01963,0.82911,0.47816,3.32689,1.98102,1.32586,0.18818,3.50176,2021-05-28,12,10,2,44,1,0,44,2019-04-18,4,1,3,16,1,0,16,2018-03-22,0,0,0,0,0,0,0,27.333,0,5,5,2,5650,0,2,"1700 PAMALEE DRIVE,FAYETTEVILLE,NC,28301",2021-10-01,Cumberland,51,37051,1124,856,136,36,2152
46951,345354,PINEY GROVE NURSING AND REHABILITATION CENTER,728 PINEY GROVE ROAD,KERNERSVILLE,NC,27284,3369964038,330,Forsyth,For profit - Limited Liability company,92,65.7,,Medicare and Medicaid,N,"SNOWSHOE LTC GROUP, LLC",1991-03-07,N,,N,N,N,Resident,Yes,2,,2,,4,,5,,3,,3,,3,,,,1.78902,0.92394,0.81754,1.74148,3.53051,0.0616,2.11533,0.80213,0.43107,3.34853,1.73923,0.85385,0.72369,3.35210,2019-10-25,1,1,0,4,1,0,4,2018-10-18,7,6,4,44,1,0,44,2017-09-15,14,11,3,185,1,0,185,47.500,0,8,0,2,161472,0,2,"728 PINEY GROVE ROAD,KERNERSVILLE,NC,27284",2021-10-01,Forsyth,67,37067,823,425,376,28,1652
46956,345355,GRAHAM HEALTHCARE AND REHABILITATION CENTER,811 SNOWBIRD ROAD,ROBBINSVILLE,NC,28771,8284798421,370,Graham,For profit - Corporation,80,49.7,,Medicare and Medicaid,N,"GRANITE FALLS LTC, LLC",1991-02-05,N,,N,N,N,Resident,Yes,4,,4,,3,,4,,3,,3,,3,,,,1.97064,0.7675,0.85139,1.61889,3.58953,0.08198,2.14558,0.83704,0.45925,3.44187,1.88878,0.67970,0.70742,3.31573,2019-10-17,0,0,0,0,0,0,0,2018-10-19,3,2,1,32,1,0,32,2017-08-10,6,6,0,32,1,0,32,16.000,0,2,1,1,8463,0,1,"811 SNOWBIRD ROAD,ROBBINSVILLE,NC,28771",2021-10-01,Graham,75,37075,686,267,296,29,1278
46961,345356,RICH  SQUARE NURSING & REHAB,300 NORTH MAIN STREET,RICH SQUARE,NC,27869,2525394161,650,Northampton,For profit - Corporation,69,52.9,,Medicare and Medicaid,N,RICH SQUARE OPERATIONS LLC,1991-02-19,N,,N,Y,N,Resident,Yes,1,,1,,2,,1,,3,,3,,4,,,,2.27418,0.64539,1.02044,1.66584,3.94002,0.08664,2.20631,0.83557,0.46758,3.50947,2.11971,0.57257,0.83276,3.56938,2019-08-09,5,4,1,16,1,0,16,2018-09-28,8,7,1,202,1,0,202,2017-10-11,8,7,1,115,1,0,115,94.500,0,2,0,2,266729,0,2,"300 NORTH MAIN STREET,RICH SQUARE,NC,27869",2021-10-01,Northampton,131,37131,842,239,378,32,1491
46966,345357,PRUITTHEALTH-NEUSE,1303 HEALTH DRIVE,NEW BERN,NC,28560,2526342560,240,Craven,For profit - Corporation,110,71.6,,Medicare and Medicaid,N,"PRUITTHEALTH - NEUSE, LLC",1991-02-15,N,,N,N,N,Resident,Yes,2,,2,,2,,2,,2,,2,,2,,,,1.78435,1.02118,0.40775,1.42892,3.21328,0.04643,1.95265,0.72939,0.33506,3.01711,1.87921,1.03782,0.46437,3.38605,2019-10-18,20,10,15,92,1,0,92,2019-01-08,10,4,6,36,1,0,36,2018-01-25,6,4,2,28,1,0,28,62.667,2,25,4,2,7988,0,2,"1303 HEALTH DRIVE,NEW BERN,NC,28560",2021-10-01,Craven,49,37049,894,512,204,23,1633
46971,345358,LOUISBURG HEALTHCARE & REHABILITATION CENTER,202 SMOKETREE WAY,LOUISBURG,NC,27549,9194962188,340,Franklin,For profit - Corporation,92,58.7,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1991-03-22,N,,N,N,N,Resident,Yes,2,,3,,2,,1,,2,,1,12,1,12,,,1.54755,0.93607,0.32309,1.25916,2.80671,0.01499,1.96703,0.71369,0.34947,3.03018,1.61791,0.97227,0.35279,2.94486,2021-07-28,4,4,0,32,0,0,32,2019-05-23,4,4,1,16,1,0,16,2018-04-19,8,7,1,32,1,0,32,26.667,0,1,0,2,26630,0,2,"202 SMOKETREE WAY,LOUISBURG,NC,27549",2021-10-01,Franklin,69,37069,636,385,133,6,1160
46976,345359,ACCORDIUS HEALTH AT CREEKSIDE CARE,604 STOKES STREET EAST,AHOSKIE,NC,27910,2523322126,450,Hertford,For profit - Limited Liability company,151,95.8,,Medicare and Medicaid,N,"ACCORDIUS HEALTH AT CREEKSIDE CARE, LLC",1991-04-04,N,,Y,Y,N,Resident,Yes,1,,1,,4,,3,,4,,1,,1,,,,2.25717,1.04569,0.25697,1.30266,3.55983,0.05037,1.96222,0.79930,0.42246,3.18398,2.36557,0.96979,0.23211,3.55462,2019-08-22,10,4,6,240,1,0,240,2018-08-24,14,7,7,64,1,0,64,2017-09-21,0,0,0,0,0,0,0,141.333,0,16,1,3,124580,0,3,"604 STOKES STREET EAST,AHOSKIE,NC,27910",2021-10-01,Hertford,91,37091,1514,701,172,34,2421
